reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
9262ceea-2bb2-4f4b-b910-579a6d918bd3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru.,5,0,2.719.1340,2026-05-07 07:21:09,,,2.719.1340
18e43401-4113-4b6c-a101-5de1d83c0475,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,enak aja game nya 😹,5,0,2.719.1340,2026-05-07 07:21:04,,,2.719.1340
6788d1b0-7d06-4a9c-828f-73c04a48e222,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"error trs abu-abu smua wrna nya padahal seru tpi disconnect trs pdahal wifi sinyal ku bagus gajelas error keeps turning all the colors grey even though it's fun but keeps disconnecting even though my wifi signal is good and unclear plus I can't chat I'M 19+ AND OVER, BUT I'M SAID 9-",2,0,2.719.1340,2026-05-07 07:15:01,,,2.719.1340
14f94b21-2e3c-4d96-8278-283e88befeb4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus banget apalagi di brookaven bisa ganti ava bagus,5,0,2.719.1340,2026-05-07 07:14:37,,,2.719.1340
cd843a44-100b-4302-a0da-1c63307c897d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,menyenangkan skali😋,5,0,2.719.1340,2026-05-07 07:12:59,,,2.719.1340
5e5df48d-3957-4563-a9e4-eac855df539d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Awalnya seru tapi kebanyakan orang Mandang fisik dan verifikasi umur,3,0,2.719.1340,2026-05-07 07:09:19,,,2.719.1340
a233603e-a081-4bbe-9ad5-751468ffbf75,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,anjir bagus banget jir,5,0,2.718.1110,2026-05-07 07:09:18,,,2.718.1110
9ef2726d-7e62-4079-8f8b-bb2673eaf29b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game macam apa ini buat mata saya jadi rusak aja,1,0,,2026-05-07 07:06:59,,,
8eeabb14-e7c3-43bf-98f1-bef768ae503d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Roblox bisa nggak kembali suaraku hilang tiba-tiba,5,0,2.719.1340,2026-05-07 07:03:57,,,2.719.1340
24938cbc-a94a-446a-859f-20a50ff3d7cd,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gak jelas. aku mau masuk Roblox nya aja gak masuk masuk tulisannya gak ad internet padahal aku pke wifi,2,0,2.719.1340,2026-05-07 07:00:50,,,2.719.1340
f9542ca6-5eb8-4fea-9f47-7cbde26595cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bintang 4 sii.. soalnya suka ngebug sendiri.. tapi bagus ko👍👍tolong di perbaiki lagi ya admin:),4,0,2.719.1340,2026-05-07 07:00:24,,,2.719.1340
6da69261-8cc6-4ad6-a7bd-6788b948e65f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gem ini sangat bagus dan memberikan kebahagiaan,5,0,,2026-05-07 06:59:22,,,
d3ab6271-a2b9-4f7a-a81a-ea60b9fda4b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,pemain na nya seru bangttttttt,5,0,2.719.1340,2026-05-07 06:58:17,,,2.719.1340
4a31f667-25f4-4ba5-9aa2-b60b22d6f10f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,walau ada hacher pun tpi sangat seruuuu!,4,0,,2026-05-07 06:56:59,,,
126a0d23-4cdc-4e7f-9692-606277e81ffe,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"this very unique, and good",5,0,2.719.1340,2026-05-07 06:55:04,,,2.719.1340
7911609d-8132-44f7-8131-91b6e7040c8f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"verifikasi umurnya gak jelas, saya sudah 15 tahun tapi terdeteksi masih 10 tahun. udh coba scan pakek ID tapi malah di persulit",1,36,2.706.750,2026-05-07 06:53:51,,,2.706.750
653be49e-3610-4348-b8fb-831b01b41cb0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,balikin woi chat robelox nya 😡😡,1,0,2.718.1110,2026-05-07 06:53:39,,,2.718.1110
6718aaaa-b394-4ce0-8605-b18ebd4f8e34,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jelek sekali,1,0,2.718.1110,2026-05-07 06:51:56,,,2.718.1110
220ba2ae-ca7b-45b7-90af-84af8393cb04,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.719.1340,2026-05-07 06:50:34,,,2.719.1340
3e9f2e03-3162-4333-9ad0-90a207098d3c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's not fun anymore because you can't chat or use the microphone 😭,1,0,2.719.1340,2026-05-07 06:47:33,,,2.719.1340
82abba2b-65ad-42a1-9663-eebee383e9a5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mantap gem nya di satu gem banyak gem lain nya aku kasih reting bintang 5 respect. buat developernya,5,0,2.719.1340,2026-05-07 06:37:58,,,2.719.1340
8e8f9a10-f827-43ce-81bc-4547d2d50ece,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,betul kata @mpus meme dulu sekarang seru waktu ada verifikasi umur usia jadi kurang seru gitu ga kaya dulh seru,1,0,,2026-05-07 06:35:25,,,
ae6e7364-d1c8-4b33-94ff-bcae8bbdf260,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru,5,0,,2026-05-07 06:35:10,,,
22cb0df9-c355-447c-ae18-5f4954e532d9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,elek gak bisa cat sama suara,1,0,,2026-05-07 06:33:06,,,
12f279d0-5883-4aa8-b7e0-c0a533d901a7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,apalah ketika masuk tahun 2026 chat Roblox jadi dibatasin bukan nya sadar makin menjadi jadi classic face di hapus sekarang chat Roblox untuk orang indo udh di hapus apalahhh,1,0,2.719.1340,2026-05-07 06:31:25,,,2.719.1340
a520251b-63e4-4a70-9332-9e997b7e9ed0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game asik,4,0,2.719.1340,2026-05-07 06:30:10,,,2.719.1340
4cf9c41d-aa97-429e-a269-9c7c03c0b528,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"i,Like this game",5,0,2.719.1340,2026-05-07 06:29:53,,,2.719.1340
cb091368-7c0d-41c4-ae5c-5dfb94c3c9f7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"hmm,seru dan banyak map nya tapi yang bikin kesel tuh kadang kadang gameplay paused atau hubungkan kembali padahal wifinya lancar. tapi ku kasih bintang 5 aja deh🤭",5,0,2.719.1340,2026-05-07 06:25:19,,,2.719.1340
b64cf2d0-3852-4f9c-865b-a9335bac6963,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat seru,5,0,2.719.1340,2026-05-07 06:22:07,,,2.719.1340
933a2551-f9c4-4089-aabe-24c7bfc73c4f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus,5,0,2.719.1340,2026-05-07 06:21:32,,,2.719.1340
04afb096-0233-4af1-8161-1f23b25e266c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kembalikan chat roblox,1,0,2.678.1752,2026-05-07 06:21:30,,,2.678.1752
f71b8397-64ce-4930-bc8b-c65552a008c3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,reme Cok seru juga jadi pingin maen lagi!!!!!!! gas Mabar,5,0,,2026-05-07 06:19:33,,,
14c9dcc5-41c3-4cc4-9136-eca4feb22a3b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gema bagus,4,0,2.719.1340,2026-05-07 06:13:06,,,2.719.1340
8267dcf6-bb1e-4213-8b7e-494f02dd9236,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,BANYAK GAME YG BAGUS DAN MENARIK CONTOHNYA BLOK FRUIT MENCERITAKAN PERJALANAN ANDA DARI LEVEL 1 SAMPAI MAX GAME INI BERTEMAKAN ONE PIECE (KALAU MAU MABAR INI NAMA GW = WPL_MODESAD,5,0,,2026-05-07 06:11:51,,,
0a158970-9f32-4fdc-81d3-67b66fb656d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,mini plush aku di hapus jadi rating 1 padahal 128 robux loh😭😭😭,1,0,2.719.1340,2026-05-07 06:11:44,,,2.719.1340
2991674a-3fc3-4081-a2d8-216b3ad32d5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruu tapi kenapa terima Robuk dari teman harus minta izin orang tua kalo kayak gini makan males nanti main,5,0,2.719.1340,2026-05-07 06:08:01,,,2.719.1340
3fc357d2-1af9-42f5-9e35-5349b8290ca8,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus bisa main ini,5,0,2.719.1340,2026-05-07 06:05:46,,,2.719.1340
48d27c9d-c1f2-49c4-9a45-d62e27a8f217,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seru tapi harus pakai wifi atau Kouta,4,0,2.719.1340,2026-05-07 06:04:27,,,2.719.1340
e3261b9c-516d-4002-95e5-12cc13a41abb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,coba kasi aku ugc gratis udh gabung setiap game malah hampir semua plis ni nama gua critrrrr,5,0,2.719.1340,2026-05-07 06:03:47,,,2.719.1340
18b3527c-4913-4502-959a-2d67f9f64a60,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,the best,5,0,2.719.1340,2026-05-07 06:02:40,,,2.719.1340
6cc0b513-2d1b-44fc-b57d-feaa8c2f833c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,baguss klo ak gabut main ini,5,0,,2026-05-07 06:02:24,,,
2ca9dc38-e0a6-4441-8208-6e0a0adcd1b7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,jelek disensor mulu🤬,1,0,2.719.1340,2026-05-07 06:00:52,,,2.719.1340
b6ebc7b1-4b08-4a9f-b17d-cbf2b8abb6a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagus dan luoa waktu kalau main game ini,5,0,2.719.1340,2026-05-07 05:59:23,,,2.719.1340
b184946c-4621-483e-9f47-8572d9388bdb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bisa cari banyak teman online,5,0,2.719.1340,2026-05-07 05:57:49,,,2.719.1340
bc90e7a1-c422-43ca-ae9d-bc711ed79dc0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,this is very bad because there are so many age restrictions,1,0,2.719.1340,2026-05-07 05:57:38,,,2.719.1340
f3df7da8-43a1-441d-aaee-ed3d6206ba58,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gag banyakin update dong,5,0,2.719.1340,2026-05-07 05:55:56,,,2.719.1340
47ae1804-4621-4fb4-8654-381f2294db62,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus aja tapi sering ada bug,4,0,2.718.1110,2026-05-07 05:55:04,,,2.718.1110
8e75f202-1b5f-41bf-b1e7-0589cd739c31,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena bagus,5,0,2.719.1340,2026-05-07 05:54:56,,,2.719.1340
531fce65-2e3b-41f7-9297-652518bcd533,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,This is a good game but in some cases it requires a lot of MB or GB,4,0,2.719.1340,2026-05-07 05:54:18,,,2.719.1340
c2b89469-89cb-4d0e-8fea-e58f79f538cc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,karena banyak pilihan bermain di geme ini,4,0,,2026-05-07 05:54:09,,,
7ff7654e-7ddb-48b7-b56c-e55236c9f998,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,malas banget main Roblox SDH beli banyak item malah setiap update item nya hilang malah SDH habis 240 robux tolong kalo item SDH di beli kalau mau di hapus ada sistem kembalian robux 🛠️,1,0,2.719.1340,2026-05-07 05:54:07,,,2.719.1340
c6c7b998-18f9-4d7e-9e8e-3a630dfaa763,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game nya bagus tapi gara gara ada fitur chat itu aku ga suka kita ga bisa chat orang lain jadi terpak da pakai tombol lompat buat komunikasi,3,0,2.719.1340,2026-05-07 05:53:10,,,2.719.1340
bf6ee537-4173-4181-bda4-f56af6d0190c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gamenya asik seru map-nya banyak minusnya gak bisa chat karena batasan usia tapi semuanya bagus kok,5,0,2.719.1340,2026-05-07 05:51:46,,,2.719.1340
e2939785-d1bb-4543-b82d-e8823922b04c,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,enak banyak game cuman jangan bug,5,0,2.575.424,2026-05-07 05:51:29,,,2.575.424
8a153504-ea0a-4e2b-b51a-2608895f79cf,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,woi padahal sinyal bagus loh kok ga bisa login buat apa² lancar buat main roblox ga bisa ini giman tolong dong,1,0,,2026-05-07 05:47:42,,,
030414f2-b978-4dc4-9388-b7e7f36ac87b,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,game seru dan permainan nya banyak,5,0,2.719.1340,2026-05-07 05:47:33,,,2.719.1340
6dcc5470-4bc9-4234-94b2-bdc1f35976a4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,seruuuuu bagettt,5,0,2.719.1340,2026-05-07 05:46:43,,,2.719.1340
20be2c4a-b68a-4b4b-937d-1b41815793ca,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sangat bagusss,5,0,,2026-05-07 05:46:41,,,
743676ab-b989-4fad-b60f-fe3a344b0441,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,great,4,0,2.719.1340,2026-05-07 05:44:14,,,2.719.1340
aaec0496-5461-4d1b-9fd6-c3c385d784d7,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gamenya bagus tetapi ada yang kurang !,4,0,2.719.1340,2026-05-07 05:42:59,,,2.719.1340
b12762ae-76cc-4d30-b683-e3a0220863e0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bagus permainan nya,5,0,2.718.1110,2026-05-07 05:41:57,,,2.718.1110
994f353b-5075-4a73-8955-affb575857c9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,minusnya sekarang gabisa chat gegara komdigi🤬,5,0,2.715.1115,2026-05-07 05:41:51,,,2.715.1115
0c1d91ee-f00c-4e23-96b9-ee163cd17c5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,cacat gema burik,1,0,,2026-05-07 05:40:52,,,
30de44a1-a94b-4fab-a1bc-953d99412e03,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bring back roblox chat you are stupid,1,0,2.719.1340,2026-05-07 05:40:27,,,2.719.1340
5ceb3d87-c542-41db-9a93-5a1be32ee589,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,sekarang Roblox di larang,1,0,,2026-05-07 05:38:58,,,
475a819a-637f-48c7-bbb7-b1526a936a83,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"harus verifikasi kayak apa aja, orang mau Mabar sama temen luar negri malah di batasi cuih roblox",1,0,2.719.1340,2026-05-07 05:35:58,,,2.719.1340
2eac3edb-35f7-4577-93ec-f5b7b863f1f5,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus sekali,5,0,2.719.1340,2026-05-07 05:35:00,,,2.719.1340
1fedb0bc-fa5f-4797-bfae-1fe49e6e91c1,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,roblox tolong hapus loginnya soalny akun aku ilang trs dipakai org dan passwordnya diganti sama org sayangloh ak top up trs hak ak di pakai org lain trus aku top up dr ak nabung trs di bantuin di tambahin tolong Roblox duit itu bkn mainan,1,0,,2026-05-07 05:33:22,,,
5f585093-803e-47d8-81f6-7462373b866e,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,kesalahan koneksi terus pas mau mabar sama teman terus juga pas mau main game kesukaan suka gakbisa masuk harus nunggu dan setelah bisa masuk kesalahan koneksi lagi,3,0,2.719.1340,2026-05-07 05:31:34,,,2.719.1340
427ae508-fe73-4edd-9cf0-518224bb4bb2,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bagus dan seru,5,0,2.719.1340,2026-05-07 05:30:59,,,2.719.1340
2b273e1e-1e08-40a6-b19e-267d1b7202f0,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,tolong bag nya di hapus pas aku mau maen selalu kembali sendiri,1,0,2.719.1340,2026-05-07 05:30:31,,,2.719.1340
4910b25d-fff9-4195-9db8-2c81b7c4064f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"setiap saya ingin bermain selalu harus verifikasi, tapi setelah saya berhasil untuk verifikasi malah yang terjadi error dan tidak bisa masuk map.",2,0,2.711.876,2026-05-07 05:25:46,,,2.711.876
8e04bc71-4072-48c5-9eaa-5f67e5129a87,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Roblox why every time I want to rotate the camera it zooms in pls fix this, it's bothering me pls as soon as possible",5,0,2.718.1110,2026-05-07 05:21:36,,,2.718.1110
5bbad3b5-ea8f-40e9-b2f1-48b3e0399d5f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,aku suka Roblox,5,0,2.718.1110,2026-05-07 05:11:18,,,2.718.1110
